"행정구역","2023년02월_총인구수","2023년02월_세대수","2023년02월_세대당 인구","2023년02월_남자 인구수","2023년02월_여자 인구수","2023년02월_남여 비율"
"경상북도 의성군 안사면(4773047000)","839","567","          1.48","411","428","          0.96"
"경상북도 청송군 (4775000000)","24,245","14,021","          1.73","12,154","12,091","          1.01"
"경상북도 청송군 청송읍(4775025000)","5,082","2,685","          1.89","2,506","2,576","          0.97"
"경상북도 청송군 주왕산면(4775031500)","1,787","1,087","          1.64","893","894","          1.00"
"경상북도 청송군 부남면(4775032000)","2,407","1,422","          1.69","1,209","1,198","          1.01"
"경상북도 청송군 현동면(4775033000)","2,049","1,177","          1.74","1,041","1,008","          1.03"
"경상북도 청송군 현서면(4775034000)","2,472","1,439","          1.72","1,237","1,235","          1.00"
"경상북도 청송군 안덕면(4775035000)","2,521","1,561","          1.61","1,241","1,280","          0.97"
"경상북도 청송군 파천면(4775036000)","1,728","1,029","          1.68","871","857","          1.02"
"경상북도 청송군 진보면(4775037000)","6,199","3,621","          1.71","3,156","3,043","          1.04"
"경상북도 영양군 (4776000000)","15,931","9,035","          1.76","7,956","7,975","          1.00"
"경상북도 영양군 영양읍(4776025000)","6,979","3,726","          1.87","3,441","3,538","          0.97"
"경상북도 영양군 입암면(4776031000)","2,038","1,217","          1.67","1,001","1,037","          0.97"
"경상북도 영양군 청기면(4776032000)","1,624","991","          1.64","832","792","          1.05"
"경상북도 영양군 일월면(4776033000)","1,701","971","          1.75","858","843","          1.02"
"경상북도 영양군 수비면(4776034000)","1,639","958","          1.71","836","803","          1.04"
"경상북도 영양군 석보면(4776035000)","1,950","1,172","          1.66","988","962","          1.03"
"경상북도 영덕군 (4777000000)","34,560","19,735","          1.75","16,444","18,116","          0.91"
"경상북도 영덕군 영덕읍(4777025000)","10,542","5,418","          1.95","5,071","5,471","          0.93"
"경상북도 영덕군 강구면(4777031000)","5,899","3,399","          1.74","2,775","3,124","          0.89"
"경상북도 영덕군 남정면(4777032000)","2,276","1,449","          1.57","1,113","1,163","          0.96"
"경상북도 영덕군 달산면(4777033000)","1,091","710","          1.54","505","586","          0.86"
"경상북도 영덕군 지품면(4777034000)","1,403","846","          1.66","693","710","          0.98"
"경상북도 영덕군 지품면원전출장소(4777034500)","523","314","          1.67","250","273","          0.92"
"경상북도 영덕군 축산면(4777035000)","887","526","          1.69","424","463","          0.92"
"경상북도 영덕군 축산면축산출장소(4777035500)","1,573","955","          1.65","741","832","          0.89"
"경상북도 영덕군 영해면(4777036000)","6,173","3,467","          1.78","2,852","3,321","          0.86"
"경상북도 영덕군 병곡면(4777037000)","2,647","1,664","          1.59","1,266","1,381","          0.92"
"경상북도 영덕군 창수면(4777038000)","1,546","987","          1.57","754","792","          0.95"
"경상북도 청도군 (4782000000)","41,664","23,515","          1.77","20,583","21,081","          0.98"
"경상북도 청도군 화양읍(4782025000)","7,209","3,530","          2.04","3,520","3,689","          0.95"
"경상북도 청도군 화양읍남성현출장소(4782025100)","1,102","653","          1.69","559","543","          1.03"
"경상북도 청도군 청도읍(4782025300)","10,035","5,178","          1.94","4,925","5,110","          0.96"
"경상북도 청도군 청도읍유호출장소(4782025400)","1,537","924","          1.66","743","794","          0.94"
"경상북도 청도군 각남면(4782031000)","2,161","1,304","          1.66","1,048","1,113","          0.94"
"경상북도 청도군 풍각면(4782032000)","3,804","2,286","          1.66","1,865","1,939","          0.96"
"경상북도 청도군 각북면(4782033000)","2,278","1,394","          1.63","1,147","1,131","          1.01"
"경상북도 청도군 이서면(4782034000)","4,563","2,567","          1.78","2,230","2,333","          0.96"
"경상북도 청도군 운문면(4782035000)","2,002","1,294","          1.55","1,026","976","          1.05"
"경상북도 청도군 금천면(4782036000)","3,236","2,038","          1.59","1,646","1,590","          1.04"
"경상북도 청도군 매전면(4782037000)","3,737","2,347","          1.59","1,874","1,863","          1.01"
"경상북도 고령군 (4783000000)","30,319","16,812","          1.80","15,575","14,744","          1.06"
"경상북도 고령군 대가야읍(4783025300)","9,771","5,101","          1.92","4,931","4,840","          1.02"
"경상북도 고령군 덕곡면(4783031000)","1,401","876","          1.60","709","692","          1.02"
"경상북도 고령군 운수면(4783032000)","1,771","1,102","          1.61","886","885","          1.00"
"경상북도 고령군 성산면(4783033000)","2,515","1,481","          1.70","1,370","1,145","          1.20"
"경상북도 고령군 다산면(4783034000)","8,147","4,165","          1.96","4,224","3,923","          1.08"
"경상북도 고령군 개진면(4783035000)","1,897","1,238","          1.53","1,027","870","          1.18"
"경상북도 고령군 우곡면(4783036000)","1,554","910","          1.71","808","746","          1.08"
"경상북도 고령군 쌍림면(4783037000)","3,263","1,939","          1.68","1,620","1,643","          0.99"
"경상북도 성주군 (4784000000)","42,570","24,012","          1.77","22,171","20,399","          1.09"
"경상북도 성주군 성주읍(4784025000)","13,333","6,733","          1.98","6,755","6,578","          1.03"
"경상북도 성주군 선남면(4784031000)","6,143","3,579","          1.72","3,358","2,785","          1.21"
"경상북도 성주군 용암면(4784032000)","3,648","2,244","          1.63","2,010","1,638","          1.23"
"경상북도 성주군 수륜면(4784033000)","3,213","2,020","          1.59","1,621","1,592","          1.02"
"경상북도 성주군 가천면(4784034000)","1,992","1,249","          1.59","1,000","992","          1.01"
"경상북도 성주군 금수면(4784035000)","1,186","782","          1.52","626","560","          1.12"
"경상북도 성주군 대가면(4784036000)","2,359","1,365","          1.73","1,192","1,167","          1.02"
"경상북도 성주군 벽진면(4784037000)","3,022","1,721","          1.76","1,579","1,443","          1.09"
"경상북도 성주군 초전면(4784038000)","4,402","2,451","          1.80","2,262","2,140","          1.06"
"경상북도 성주군 월항면(4784039000)","3,272","1,868","          1.75","1,768","1,504","          1.18"
"경상북도 칠곡군 (4785000000)","112,074","54,480","          2.06","58,677","53,397","          1.10"
"경상북도 칠곡군 왜관읍(4785025000)","31,984","14,979","          2.14","16,066","15,918","          1.01"
"경상북도 칠곡군 북삼읍(4785025300)","24,093","10,814","          2.23","12,600","11,493","          1.10"
"경상북도 칠곡군 석적읍(4785025600)","31,265","14,970","          2.09","17,057","14,208","          1.20"
"경상북도 칠곡군 지천면(4785031000)","3,934","2,371","          1.66","2,112","1,822","          1.16"
"경상북도 칠곡군 동명면(4785032000)","5,214","2,960","          1.76","2,657","2,557","          1.04"
"경상북도 칠곡군 가산면(4785033000)","3,329","1,967","          1.69","1,794","1,535","          1.17"
"경상북도 칠곡군 약목면(4785036000)","9,176","4,794","          1.91","4,769","4,407","          1.08"
"경상북도 칠곡군 기산면(4785037000)","3,079","1,625","          1.89","1,622","1,457","          1.11"
"경상북도 예천군 (4790000000)","55,697","28,176","          1.98","27,364","28,333","          0.97"
"경상북도 예천군 예천읍(4790025000)","14,309","7,375","          1.94","7,048","7,261","          0.97"
"경상북도 예천군 용문면(4790031000)","2,227","1,332","          1.67","1,125","1,102","          1.02"
"경상북도 예천군 감천면(4790034000)","2,545","1,503","          1.69","1,277","1,268","          1.01"
"경상북도 예천군 보문면(4790035000)","1,631","954","          1.71","804","827","          0.97"
"경상북도 예천군 호명면(4790036000)","20,577","8,409","          2.45","10,027","10,550","          0.95"
"경상북도 예천군 유천면(4790037000)","2,510","1,444","          1.74","1,260","1,250","          1.01"
"경상북도 예천군 용궁면(4790038000)","2,349","1,381","          1.70","1,141","1,208","          0.94"
"경상북도 예천군 개포면(4790039000)","1,477","916","          1.61","722","755","          0.96"
"경상북도 예천군 지보면(4790040000)","2,609","1,597","          1.63","1,295","1,314","          0.99"
"경상북도 예천군 풍양면(4790041000)","2,960","1,812","          1.63","1,406","1,554","          0.90"
"경상북도 예천군 효자면(4790042000)","1,184","705","          1.68","594","590","          1.01"
"경상북도 예천군 은풍면(4790043000)","1,319","748","          1.76","665","654","          1.02"
"경상북도 봉화군 (4792000000)","30,048","16,822","          1.79","15,252","14,796","          1.03"
"경상북도 봉화군 봉화읍(4792025000)","9,523","4,815","          1.98","4,693","4,830","          0.97"
"경상북도 봉화군 물야면(4792031000)","2,972","1,727","          1.72","1,517","1,455","          1.04"
"경상북도 봉화군 봉성면(4792032000)","2,025","1,137","          1.78","982","1,043","          0.94"
"경상북도 봉화군 법전면(4792033000)","1,943","1,131","          1.72","1,000","943","          1.06"
"경상북도 봉화군 춘양면(4792034000)","4,284","2,482","          1.73","2,148","2,136","          1.01"
"경상북도 봉화군 소천면(4792035000)","2,120","1,343","          1.58","1,088","1,032","          1.05"
"경상북도 봉화군 재산면(4792036000)","1,426","859","          1.66","723","703","          1.03"
"경상북도 봉화군 명호면(4792037000)","2,182","1,268","          1.72","1,158","1,024","          1.13"
"경상북도 봉화군 상운면(4792038000)","1,673","1,014","          1.65","855","818","          1.05"
"경상북도 봉화군 석포면(4792039000)","1,900","1,046","          1.82","1,088","812","          1.34"
"경상북도 울진군 (4793000000)","46,849","25,458","          1.84","23,607","23,242","          1.02"
"경상북도 울진군 울진읍(4793025000)","13,600","6,269","          2.17","6,869","6,731","          1.02"
"경상북도 울진군 평해읍(4793025300)","2,589","1,599","          1.62","1,232","1,357","          0.91"
"경상북도 울진군 북면(4793031000)","6,758","3,479","          1.94","3,602","3,156","          1.14"
"경상북도 울진군 북면하당출장소(4793031500)","663","405","          1.64","336","327","          1.03"
"경상북도 울진군 근남면(4793033000)","2,733","1,564","          1.75","1,393","1,340","          1.04"
"경상북도 울진군 기성면(4793035000)","2,364","1,562","          1.51","1,146","1,218","          0.94"
"경상북도 울진군 온정면(4793036000)","1,618","979","          1.65","786","832","          0.94"
"경상북도 울진군 죽변면(4793037000)","6,153","3,613","          1.70","3,184","2,969","          1.07"
"경상북도 울진군 후포면(4793038000)","7,204","3,986","          1.81","3,527","3,677","          0.96"
"경상북도 울진군 금강송면(4793039000)","1,218","771","          1.58","596","622","          0.96"
"경상북도 울진군 매화면(4793040000)","1,949","1,231","          1.58","936","1,013","          0.92"
"경상북도 울릉군 (4794000000)","8,986","5,516","          1.63","4,993","3,993","          1.25"
"경상북도 울릉군 울릉읍(4794025000)","6,346","3,886","          1.63","3,533","2,813","          1.26"
"경상북도 울릉군 서면(4794031000)","908","495","          1.83","493","415","          1.19"
"경상북도 울릉군 서면태하출장소(4794031500)","439","278","          1.58","245","194","          1.26"
"경상북도 울릉군 북면(4794032000)","1,293","857","          1.51","722","571","          1.26"
"경상남도  (4800000000)","3,272,381","1,518,385","          2.16","1,647,690","1,624,691","          1.01"
"경상남도 창원시 (4812000000)","1,018,699","456,357","          2.23","515,734","502,965","          1.03"
"경상남도 창원시 의창구 (4812100000)","215,429","96,737","          2.23","109,534","105,895","          1.03"
"경상남도 창원시 의창구 동읍(4812125000)","19,271","9,134","          2.11","9,863","9,408","          1.05"
"경상남도 창원시 의창구 북면(4812131000)","43,092","16,643","          2.59","21,682","21,410","          1.01"
"경상남도 창원시 의창구 대산면(4812132000)","6,923","3,677","          1.88","3,493","3,430","          1.02"
"경상남도 창원시 의창구 의창동(4812151000)","50,005","21,345","          2.34","25,234","24,771","          1.02"
"경상남도 창원시 의창구 팔룡동(4812152000)","25,778","11,209","          2.30","13,095","12,683","          1.03"
"경상남도 창원시 의창구 명곡동(4812153000)","40,447","18,310","          2.21","20,544","19,903","          1.03"
"경상남도 창원시 의창구 봉림동(4812154000)","29,913","16,419","          1.82","15,623","14,290","          1.09"
"경상남도 창원시 성산구 (4812300000)","247,806","106,208","          2.33","126,425","121,381","          1.04"
"경상남도 창원시 성산구 반송동(4812351000)","40,091","15,564","          2.58","20,148","19,943","          1.01"
"경상남도 창원시 성산구 용지동(4812351500)","27,200","12,364","          2.20","13,723","13,477","          1.02"
"경상남도 창원시 성산구 중앙동(4812352000)","34,481","18,462","          1.87","18,681","15,800","          1.18"
"경상남도 창원시 성산구 상남동(4812353000)","27,118","10,760","          2.52","13,592","13,526","          1.00"
"경상남도 창원시 성산구 사파동(4812354000)","46,092","19,687","          2.34","22,832","23,260","          0.98"
"경상남도 창원시 성산구 가음정동(4812355000)","39,439","16,018","          2.46","19,974","19,465","          1.03"
"경상남도 창원시 성산구 성주동(4812356000)","25,917","9,886","          2.62","13,516","12,401","          1.09"
"경상남도 창원시 성산구 웅남동(4812357000)","7,468","3,467","          2.15","3,959","3,509","          1.13"
"경상남도 창원시 마산합포구 (4812500000)","179,004","84,783","          2.11","88,954","90,050","          0.99"
"경상남도 창원시 마산합포구 구산면(4812531000)","4,096","2,342","          1.75","2,120","1,976","          1.07"
"경상남도 창원시 마산합포구 진동면(4812532000)","11,895","5,533","          2.15","6,110","5,785","          1.06"
"경상남도 창원시 마산합포구 진북면(4812533000)","3,268","1,732","          1.89","1,735","1,533","          1.13"
"경상남도 창원시 마산합포구 진전면(4812534000)","3,749","2,172","          1.73","1,859","1,890","          0.98"
"경상남도 창원시 마산합포구 현동(4812551000)","13,881","5,668","          2.45","6,877","7,004","          0.98"
"경상남도 창원시 마산합포구 가포동(4812552000)","2,295","1,379","          1.66","1,165","1,130","          1.03"
"경상남도 창원시 마산합포구 월영동(4812553000)","42,027","17,101","          2.46","20,826","21,201","          0.98"
"경상남도 창원시 마산합포구 문화동(4812554000)","11,112","6,059","          1.83","5,548","5,564","          1.00"
"경상남도 창원시 마산합포구 반월중앙동(4812556500)","13,884","6,354","          2.19","6,732","7,152","          0.94"
"경상남도 창원시 마산합포구 완월동(4812557000)","8,820","4,063","          2.17","4,270","4,550","          0.94"
"경상남도 창원시 마산합포구 자산동(4812558000)","9,958","4,722","          2.11","4,884","5,074","          0.96"
"경상남도 창원시 마산합포구 교방동(4812561000)","15,986","7,258","          2.20","7,905","8,081","          0.98"
"경상남도 창원시 마산합포구 오동동(4812563000)","19,014","10,544","          1.80","9,439","9,575","          0.99"
"경상남도 창원시 마산합포구 합포동(4812564000)","7,036","3,689","          1.91","3,545","3,491","          1.02"
"경상남도 창원시 마산합포구 산호동(4812565000)","11,983","6,167","          1.94","5,939","6,044","          0.98"
"경상남도 창원시 마산회원구 (4812700000)","182,972","82,694","          2.21","91,348","91,624","          1.00"
"경상남도 창원시 마산회원구 내서읍(4812725000)","62,079","25,289","          2.45","31,121","30,958","          1.01"
"경상남도 창원시 마산회원구 회원1동(4812751000)","9,982","5,194","          1.92","4,920","5,062","          0.97"
"경상남도 창원시 마산회원구 회원2동(4812752000)","9,906","4,587","          2.16","4,883","5,023","          0.97"
"경상남도 창원시 마산회원구 석전동(4812754500)","16,635","7,904","          2.10","8,264","8,371","          0.99"
"경상남도 창원시 마산회원구 회성동(4812755000)","5,722","3,003","          1.91","2,895","2,827","          1.02"
"경상남도 창원시 마산회원구 양덕1동(4812756000)","10,787","5,505","          1.96","5,396","5,391","          1.00"
"경상남도 창원시 마산회원구 양덕2동(4812757000)","30,628","11,878","          2.58","15,025","15,603","          0.96"
"경상남도 창원시 마산회원구 합성1동(4812758000)","8,970","4,502","          1.99","4,520","4,450","          1.02"
"경상남도 창원시 마산회원구 합성2동(4812759000)","7,347","4,210","          1.75","3,672","3,675","          1.00"
"경상남도 창원시 마산회원구 구암1동(4812760000)","8,636","4,351","          1.98","4,319","4,317","          1.00"
"경상남도 창원시 마산회원구 구암2동(4812761000)","9,190","4,446","          2.07","4,599","4,591","          1.00"
"경상남도 창원시 마산회원구 봉암동(4812762000)","3,090","1,825","          1.69","1,734","1,356","          1.28"
"경상남도 창원시 진해구 (4812900000)","193,488","85,935","          2.25","99,473","94,015","          1.06"
"경상남도 창원시 진해구 충무동(4812953000)","16,442","7,740","          2.12","8,533","7,909","          1.08"
"경상남도 창원시 진해구 여좌동(4812954000)","8,266","4,328","          1.91","4,081","4,185","          0.98"
"경상남도 창원시 진해구 태백동(4812955000)","3,676","1,937","          1.90","1,836","1,840","          1.00"
"경상남도 창원시 진해구 경화동(4812956000)","10,860","4,641","          2.34","5,486","5,374","          1.02"
"경상남도 창원시 진해구 병암동(4812957000)","7,253","3,405","          2.13","3,558","3,695","          0.96"
"경상남도 창원시 진해구 석동(4812958000)","17,504","7,362","          2.38","9,031","8,473","          1.07"
"경상남도 창원시 진해구 이동(4812959000)","8,502","4,814","          1.77","4,518","3,984","          1.13"
"경상남도 창원시 진해구 자은동(4812960000)","20,847","8,885","          2.35","10,408","10,439","          1.00"
"경상남도 창원시 진해구 덕산동(4812961000)","9,905","4,200","          2.36","4,893","5,012","          0.98"
"경상남도 창원시 진해구 풍호동(4812962000)","25,233","9,178","          2.75","12,605","12,628","          1.00"
"경상남도 창원시 진해구 웅천동(4812963000)","13,017","5,406","          2.41","6,567","6,450","          1.02"
"경상남도 창원시 진해구 웅동1동(4812964000)","7,871","3,584","          2.20","3,997","3,874","          1.03"
"경상남도 창원시 진해구 웅동2동(4812965000)","44,112","20,455","          2.16","23,960","20,152","          1.19"
"경상남도 진주시 (4817000000)","343,167","159,148","          2.16","169,591","173,576","          0.98"
"경상남도 진주시 문산읍(4817025000)","7,903","3,619","          2.18","3,991","3,912","          1.02"
"경상남도 진주시 내동면(4817031000)","3,980","1,651","          2.41","1,985","1,995","          0.99"
"경상남도 진주시 정촌면(4817032000)","8,726","4,014","          2.17","4,430","4,296","          1.03"
"경상남도 진주시 금곡면(4817033000)","2,123","1,221","          1.74","1,033","1,090","          0.95"
"경상남도 진주시 진성면(4817035000)","1,842","1,079","          1.71","913","929","          0.98"
"경상남도 진주시 일반성면(4817036000)","2,516","1,387","          1.81","1,242","1,274","          0.97"
"경상남도 진주시 이반성면(4817037000)","1,539","995","          1.55","780","759","          1.03"
"경상남도 진주시 사봉면(4817038000)","1,476","896","          1.65","715","761","          0.94"
"경상남도 진주시 지수면(4817039000)","1,388","827","          1.68","706","682","          1.04"
"경상남도 진주시 대곡면(4817040000)","3,096","1,782","          1.74","1,551","1,545","          1.00"
"경상남도 진주시 금산면(4817041000)","20,434","7,922","          2.58","10,188","10,246","          0.99"
"경상남도 진주시 집현면(4817042000)","4,528","2,148","          2.11","2,289","2,239","          1.02"
"경상남도 진주시 미천면(4817043000)","1,546","929","          1.66","773","773","          1.00"
"경상남도 진주시 명석면(4817044000)","3,882","2,157","          1.80","1,902","1,980","          0.96"
"경상남도 진주시 대평면(4817045000)","1,004","561","          1.79","478","526","          0.91"
"경상남도 진주시 수곡면(4817046000)","2,169","1,257","          1.73","1,069","1,100","          0.97"
"경상남도 진주시 천전동(4817051500)","27,517","13,667","          2.01","13,592","13,925","          0.98"
"경상남도 진주시 성북동(4817055500)","9,984","5,881","          1.70","4,919","5,065","          0.97"
"경상남도 진주시 중앙동(4817056500)","10,801","6,313","          1.71","5,189","5,612","          0.92"
"경상남도 진주시 상봉동(4817059500)","13,383","7,228","          1.85","6,580","6,803","          0.97"
"경상남도 진주시 상대동(4817067300)","19,049","9,977","          1.91","9,433","9,616","          0.98"
"경상남도 진주시 하대동(4817067800)","23,696","11,244","          2.11","11,823","11,873","          1.00"
"경상남도 진주시 상평동(4817068000)","11,261","5,512","          2.04","5,727","5,534","          1.03"
"경상남도 진주시 초장동(4817069500)","26,350","9,438","          2.79","13,300","13,050","          1.02"
"경상남도 진주시 평거동(4817071000)","26,644","11,381","          2.34","12,731","13,913","          0.92"
"경상남도 진주시 신안동(4817071500)","11,260","5,320","          2.12","5,342","5,918","          0.90"
"경상남도 진주시 이현동(4817072000)","11,392","5,178","          2.20","5,620","5,772","          0.97"
"경상남도 진주시 판문동(4817073000)","20,705","8,014","          2.58","9,848","10,857","          0.91"
"경상남도 진주시 가호동(4817074000)","29,502","15,038","          1.96","14,960","14,542","          1.03"
"경상남도 진주시 충무공동(4817075000)","33,471","12,512","          2.68","16,482","16,989","          0.97"
"경상남도 통영시 (4822000000)","122,172","59,529","          2.05","61,332","60,840","          1.01"
"경상남도 통영시 산양읍(4822025000)","4,393","2,528","          1.74","2,304","2,089","          1.10"
"경상남도 통영시 용남면(4822031000)","12,060","5,136","          2.35","6,010","6,050","          0.99"
"경상남도 통영시 도산면(4822033000)","2,758","1,583","          1.74","1,420","1,338","          1.06"
"경상남도 통영시 광도면(4822034000)","30,703","13,236","          2.32","15,587","15,116","          1.03"
"경상남도 통영시 욕지면(4822035000)","1,921","1,262","          1.52","1,098","823","          1.33"
"경상남도 통영시 한산면(4822036000)","1,877","1,234","          1.52","966","911","          1.06"
"경상남도 통영시 사량면(4822037000)","1,378","940","          1.47","691","687","          1.01"
"경상남도 통영시 도천동(4822051000)","8,499","4,434","          1.92","4,233","4,266","          0.99"
"경상남도 통영시 명정동(4822053000)","2,673","1,550","          1.72","1,304","1,369","          0.95"
"경상남도 통영시 중앙동(4822055000)","3,609","2,079","          1.74","1,791","1,818","          0.99"
"경상남도 통영시 정량동(4822059000)","8,416","4,335","          1.94","4,245","4,171","          1.02"
"경상남도 통영시 북신동(4822060000)","10,124","4,728","          2.14","4,811","5,313","          0.91"
"경상남도 통영시 미수동(4822066500)","10,699","4,844","          2.21","5,229","5,470","          0.96"
"경상남도 통영시 봉평동(4822067000)","9,698","5,331","          1.82","4,970","4,728","          1.05"
"경상남도 통영시 무전동(4822070000)","13,364","6,309","          2.12","6,673","6,691","          1.00"
"경상남도 사천시 (4824000000)","109,153","54,523","          2.00","55,162","53,991","          1.02"
"경상남도 사천시 사천읍(4824025000)","17,829","8,987","          1.98","9,452","8,377","          1.13"
"경상남도 사천시 정동면(4824031000)","13,917","6,130","          2.27","6,985","6,932","          1.01"
"경상남도 사천시 사남면(4824032000)","15,425","6,702","          2.30","8,001","7,424","          1.08"
"경상남도 사천시 용현면(4824033000)","7,214","3,699","          1.95","3,623","3,591","          1.01"
"경상남도 사천시 축동면(4824034000)","1,511","891","          1.70","783","728","          1.08"
"경상남도 사천시 곤양면(4824035000)","3,236","1,933","          1.67","1,674","1,562","          1.07"
"경상남도 사천시 곤명면(4824036000)","2,753","1,697","          1.62","1,370","1,383","          0.99"
"경상남도 사천시 서포면(4824037000)","3,423","1,972","          1.74","1,680","1,743","          0.96"
"경상남도 사천시 동서동(4824051000)","5,625","3,161","          1.78","2,730","2,895","          0.94"
"경상남도 사천시 선구동(4824052000)","4,801","2,640","          1.82","2,357","2,444","          0.96"
"경상남도 사천시 동서금동(4824053000)","6,208","3,102","          2.00","3,011","3,197","          0.94"
"경상남도 사천시 벌용동(4824055000)","15,181","7,488","          2.03","7,373","7,808","          0.94"
"경상남도 사천시 향촌동(4824057000)","6,764","3,426","          1.97","3,536","3,228","          1.10"
"경상남도 사천시 남양동(4824059500)","5,026","2,552","          1.97","2,468","2,558","          0.96"
"경상남도 사천시 신수출장소(4824089000)","240","143","          1.68","119","121","          0.98"
"경상남도 사천남양출장소 (4824500000)","0","0","          0.00","0","0","          0.00"
"경상남도 김해시 (4825000000)","534,212","228,926","          2.33","270,155","264,057","          1.02"
"경상남도 김해시 진영읍(4825025000)","55,063","24,157","          2.28","28,327","26,736","          1.06"
"경상남도 김해시 주촌면(4825032000)","18,995","7,543","          2.52","9,724","9,271","          1.05"
"경상남도 김해시 진례면(4825033000)","6,096","3,422","          1.78","3,347","2,749","          1.22"
"경상남도 김해시 한림면(4825034000)","6,972","3,993","          1.75","3,814","3,158","          1.21"
"경상남도 김해시 생림면(4825035000)","3,659","2,172","          1.68","1,959","1,700","          1.15"
"경상남도 김해시 상동면(4825036000)","3,082","1,694","          1.82","1,712","1,370","          1.25"
"경상남도 김해시 대동면(4825037000)","5,407","2,929","          1.85","2,792","2,615","          1.07"
"경상남도 김해시 동상동(4825051000)","9,280","4,676","          1.98","4,759","4,521","          1.05"
"경상남도 김해시 회현동(4825052000)","8,658","4,259","          2.03","4,320","4,338","          1.00"
"경상남도 김해시 부원동(4825053000)","9,422","4,832","          1.95","4,822","4,600","          1.05"
"경상남도 김해시 내외동(4825054000)","72,664","32,273","          2.25","36,228","36,436","          0.99"
"경상남도 김해시 북부동(4825055000)","82,382","32,673","          2.52","41,198","41,184","          1.00"
"경상남도 김해시 칠산서부동(4825056500)","9,214","4,468","          2.06","4,895","4,319","          1.13"
"경상남도 김해시 활천동(4825058000)","38,772","17,520","          2.21","19,796","18,976","          1.04"
"경상남도 김해시 삼안동(4825059000)","31,577","15,346","          2.06","16,202","15,375","          1.05"
"경상남도 김해시 불암동(4825060000)","7,148","3,021","          2.37","3,654","3,494","          1.05"
"경상남도 김해시 장유1동(4825061000)","55,753","21,865","          2.55","27,737","28,016","          0.99"
"경상남도 김해시 장유2동(4825062000)","35,905","14,597","          2.46","18,135","17,770","          1.02"
"경상남도 김해시 장유3동(4825063000)","74,163","27,486","          2.70","36,734","37,429","          0.98"
"경상남도 장유출장소 (4825200000)","0","0","          0.00","0","0","          0.00"
"경상남도 밀양시 (4827000000)","102,682","53,679","          1.91","50,532","52,150","          0.97"
"경상남도 밀양시 삼랑진읍(4827025000)","5,093","2,836","          1.80","2,527","2,566","          0.98"
"경상남도 밀양시 삼랑진임천출장소(4827025100)","1,247","736","          1.69","621","626","          0.99"
"경상남도 밀양시 하남읍(4827025300)","6,872","3,795","          1.81","3,426","3,446","          0.99"
"경상남도 밀양시 부북면(4827031000)","4,997","2,867","          1.74","2,603","2,394","          1.09"
"경상남도 밀양시 상동면(4827032000)","3,081","1,912","          1.61","1,478","1,603","          0.92"
"경상남도 밀양시 산외면(4827033000)","2,777","1,635","          1.70","1,422","1,355","          1.05"
"경상남도 밀양시 산내면(4827034000)","3,768","2,196","          1.72","1,927","1,841","          1.05"
"경상남도 밀양시 단장면(4827035000)","4,253","2,579","          1.65","2,105","2,148","          0.98"
"경상남도 밀양시 상남면(4827036000)","7,999","4,120","          1.94","4,001","3,998","          1.00"
"경상남도 밀양시 초동면(4827037000)","3,354","2,000","          1.68","1,669","1,685","          0.99"
"경상남도 밀양시 무안면(4827038000)","4,834","2,797","          1.73","2,403","2,431","          0.99"
"경상남도 밀양시 청도면(4827039000)","1,716","1,090","          1.57","838","878","          0.95"
"경상남도 밀양시 내일동(4827051000)","2,566","1,437","          1.79","1,247","1,319","          0.95"
"경상남도 밀양시 내이동(4827052000)","17,289","8,547","          2.02","8,590","8,699","          0.99"
"경상남도 밀양시 삼문동(4827053000)","19,801","8,339","          2.37","9,467","10,334","          0.92"
"경상남도 밀양시 가곡동(4827054000)","7,594","4,123","          1.84","3,569","4,025","          0.89"
"경상남도 밀양시 교동(4827055000)","5,441","2,670","          2.04","2,639","2,802","          0.94"
"경상남도 거제시 (4831000000)","235,638","103,554","          2.28","123,271","112,367","          1.10"
"경상남도 거제시 일운면(4831031000)","8,104","4,053","          2.00","4,125","3,979","          1.04"
"경상남도 거제시 동부면(4831032000)","3,013","1,638","          1.84","1,567","1,446","          1.08"
"경상남도 거제시 남부면(4831033000)","1,501","899","          1.67","758","743","          1.02"
"경상남도 거제시 거제면(4831034000)","7,147","3,427","          2.09","3,549","3,598","          0.99"
"경상남도 거제시 둔덕면(4831035000)","2,751","1,480","          1.86","1,410","1,341","          1.05"
"경상남도 거제시 사등면(4831036000)","11,389","5,093","          2.24","5,922","5,467","          1.08"
"경상남도 거제시 사등면가조출장소(4831036600)","1,055","588","          1.79","541","514","          1.05"
"경상남도 거제시 연초면(4831037000)","7,769","4,083","          1.90","4,307","3,462","          1.24"
"경상남도 거제시 하청면(4831038000)","3,363","1,744","          1.93","1,736","1,627","          1.07"
"경상남도 거제시 하청면칠천출장소(4831038500)","1,033","618","          1.67","529","504","          1.05"
"경상남도 거제시 장목면(4831039000)","2,983","1,701","          1.75","1,519","1,464","          1.04"
"경상남도 거제시 장목면외포출장소(4831039500)","1,337","755","          1.77","668","669","          1.00"
"경상남도 거제시 장승포동(4831051000)","5,549","2,854","          1.94","3,020","2,529","          1.19"
"경상남도 거제시 능포동(4831053000)","8,843","4,097","          2.16","4,791","4,052","          1.18"
"경상남도 거제시 아주동(4831054000)","26,388","10,332","          2.55","14,155","12,233","          1.16"
"경상남도 거제시 옥포1동(4831055000)","6,856","3,454","          1.98","3,652","3,204","          1.14"
